job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
Data Analyst,Data Analyst,"Denver, CO",via LinkedIn,Contractor,0,Sudan,2/26/2023,1,0,Sudan,hour,,40,𝐎𝐩𝐞𝐧𝐬𝐭𝐚𝐟𝐟,
Business Analyst,Business Intelligence Analyst,"Petaluma, CA",via Dice,Full-time,0,"California, United States",2/14/2023,0,0,United States,year,90000,,Fishpond Recruiting,"['sql', 'power bi', 'word', 'excel']"
Data Scientist,Intern: Data Scientist (Summer 2023),"Greensboro, NC",via ZipRecruiter,Internship,0,"New York, United States",2/16/2023,0,0,United States,hour,,46,Volvo Group,"['python', 'sql', 'spark']"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time,1,Sudan,2/8/2023,0,0,Sudan,year,145000,,Lexicon Solutions,"['sql', 'python', 'ruby', 'ruby', 'javascript', 'java', 'snowflake', 'redshift', 'aws', 'azure', 'databricks', 'gcp', 'tableau', 'ssis']"
Data Scientist,Sr. Data Scientist,"Bengaluru, Karnataka, India",via Ai-Jobs.net,Full-time,0,India,2/7/2023,0,0,India,year,157500,,Visa,['python']
Business Analyst,BI Engineer,"British Columbia, Canada",via DirectlyApply,Full-time,0,Canada,2/26/2023,0,0,Canada,hour,,42,Aquent Talent,"['go', 'sql', 'sql server', 'oracle', 'azure', 'power bi', 'word', 'excel', 'powerpoint']"
Data Scientist,Associate Data Scientist - Online Business Analytics (Remote). Job...,"Atlanta, GA",via My Valley Jobs Today,Full-time,0,"Florida, United States",2/28/2023,0,0,United States,year,115000,,The Home Depot,"['python', 'bigquery', 'excel', 'tableau']"
Data Engineer,Lead Data Engineer - Remote,"Buffalo, NY",via My ArkLaMiss Jobs,Full-time,0,"Texas, United States",2/19/2023,0,1,United States,year,107850,,Delaware North,"['python', 'mongodb', 'mongodb', 'javascript', 'nosql', 'postgresql', 'mysql', 'redshift', 'airflow', 'django']"
Data Analyst,Financial Data Analyst,"Uniondale, NY",via ZipRecruiter,,0,"New York, United States",2/11/2023,1,0,United States,hour,,37.5,Robert Half,"['oracle', 'excel', 'sap']"
Data Engineer,AWS Data Engineer Tech Lead,"Plano, TX",via Ladders,Full-time,0,Georgia,2/2/2023,1,0,United States,year,225000,,Capgemini,"['aws', 'redshift', 'pyspark', 'bitbucket']"
Data Analyst,SAP Data Analyst,"Feasterville-Trevose, PA",via ZipRecruiter,Full-time,0,"New York, United States",2/8/2023,0,0,United States,hour,,42.5,Insight Global,"['sap', 'excel']"
Data Engineer,Data Engineer,,via LinkedIn,Full-time,0,"Texas, United States",2/15/2023,0,0,United States,year,200000,,Selby Jennings,['python']
Data Scientist,Director of Data Science Hybrid,"Stamford, CT",via LinkedIn,Full-time,0,"New York, United States",2/21/2023,0,0,United States,year,175000,,CyberCoders,"['python', 'r', 'sql', 'pandas', 'numpy', 'scikit-learn', 'tensorflow', 'excel', 'tableau', 'word']"
Data Engineer,Data Engineer 2  Request-ID: 97-1,United States,via LinkedIn,Full-time,0,"Texas, United States",2/2/2023,0,0,United States,hour,,46,ISG,"['sql', 'visual basic', 'python', 'oracle', 'alteryx', 'tableau', 'power bi', 'excel']"
Data Engineer,AWS Data Engineer - Hybrid - Salary $115k-$160k,"Westlake Village, CA",via LinkedIn,Full-time,0,"Illinois, United States",2/24/2023,0,0,United States,year,142500,,LHH,"['cassandra', 'aws', 'redshift', 'snowflake', 'spark', 'kafka', 'tableau']"
Cloud Engineer,AWS - Cloud data Engineer,"Center Hill, FL",via My ArkLaMiss Jobs,Full-time,0,Sudan,2/7/2023,1,0,Sudan,year,117200,,Citi,"['java', 'python', 'scala', 'go', 'sql', 'mongodb', 'mongodb', 'aws', 'snowflake', 'databricks', 'kafka', 'spark', 'hadoop']"
Data Analyst,"Data Analyst, Execution, CTR","Johannesburg, South Africa",via Ai-Jobs.net,Full-time,0,South Africa,2/7/2023,1,0,South Africa,year,51014,,Standard Bank Group,"['sql', 'oracle']"
Data Engineer,Data Engineer,Anywhere,via EchoJobs,Full-time,1,"New York, United States",2/20/2023,1,1,United States,year,170000,,Elementus,"['java', 'c++', 'python', 'javascript', 'neo4j', 'aws', 'graphql', 'flow']"
Data Scientist,Data Scientist I/II (Savings and Membership),"Vienna, VA",via Indeed,Full-time,0,"New York, United States",2/11/2023,0,0,United States,year,136400,,Navy Federal Credit Union,"['python', 'r', 'scala', 'sql', 'azure', 'databricks', 'aws', 'spark', 'matplotlib', 'ggplot2', 'hadoop', 'word', 'power bi', 'tableau', 'spreadsheet', 'excel', 'powerpoint']"
Data Scientist,People Analyst,"Westlake, TX",via Adzuna,Full-time,0,"Texas, United States",2/13/2023,0,0,United States,year,111000,,Robinhood,"['sql', 'python', 'looker', 'tableau']"
Data Engineer,Remote Data Engineer,Anywhere,via LinkedIn,Contractor,1,"Illinois, United States",2/28/2023,1,0,United States,hour,,62.5,Insight Global,"['java', 'python', 'sql', 'gcp']"
Data Analyst,Customer - Master Data Analyst,"Duluth, GA",via ZipRecruiter,Full-time,0,Georgia,2/27/2023,1,0,United States,hour,,20,Volt,['excel']
Data Scientist,Data Scientist in Manufacturing Digitalization and IT,"Bayan Lepas, Penang, Malaysia",via Ai-Jobs.net,Full-time,0,Malaysia,2/12/2023,0,0,Malaysia,year,157500,,Bosch Group,"['python', 'sql', 'r', 'spark', 'hadoop', 'spss', 'tableau', 'power bi']"
Senior Data Engineer,Senior Data Engineer,United States,via LinkedIn,Full-time,0,Sudan,2/20/2023,0,1,Sudan,year,120000,,CyberCoders,"['sql', 'python', 'aws', 'word']"
Data Engineer,Engineer (Data Engineer),"Pune, Maharashtra, India",via Ai-Jobs.net,Full-time,0,India,2/17/2023,0,0,India,year,147500,,NielsenIQ,"['python', 'r', 'mongo', 'sql', 'azure', 'databricks', 'snowflake', 'kafka', 'spark', 'airflow', 'docker', 'kubernetes']"
Data Engineer,Lead Data Engineer,"Charlotte, NC",via Ladders,Full-time,0,Georgia,2/25/2023,1,1,United States,year,115000,,Wells Fargo,"['sql', 'bash', 'powershell', 'python', 'shell', 'javascript']"
Business Analyst,Sr BI and Support Analyst - Originations,"Fort Worth, TX",via Ladders,Full-time,0,"Texas, United States",2/13/2023,0,0,United States,year,90000,,GM Financial,"['python', 'sql', 'sas', 'sas', 'r', 'power bi', 'tableau']"
Data Analyst,Master Data Analyst,"Madrid, Spain",via Ai-Jobs.net,Full-time,0,Spain,2/3/2023,1,0,Spain,year,51014,,SGS,
Data Engineer,Data Engineer,"Kefar Sava, Israel",via Ai-Jobs.net,Full-time,0,Israel,2/2/2023,0,0,Israel,year,147500,,Next Insurance,"['go', 'sql', 'python', 'java', 'c#', 'neo4j', 'mysql', 'sql server', 'postgresql', 'aws', 'redshift', 'bigquery', 'snowflake', 'oracle', 'spark', 'airflow', 'hadoop', 'tableau', 'jenkins']"
Data Engineer,"Staff Data Engineer (Hadoop, J2EE, Spark) (Hybrid)","Austin, TX",via Ai-Jobs.net,Full-time,0,Sudan,2/3/2023,0,1,Sudan,year,147500,,Visa,"['nosql', 'python', 'cassandra', 'mysql', 'db2', 'oracle', 'hadoop', 'spark', 'kafka', 'unix', 'linux']"
Machine Learning Engineer,Senior Machine Learning Engineer - Economy,"San Mateo, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/16/2023,0,1,United States,year,166000,,Roblox,['go']
Data Analyst,Data Analyst - Spanish Bilingual,"Pompano Beach, FL","via Pompano Beach, FL - Geebo",Full-time,0,"Florida, United States",2/9/2023,0,1,United States,hour,,24,Dart Container,"['dart', 'sql', 'excel', 'powerpoint', 'word', 'power bi', 'tableau', 'sap']"
Senior Data Analyst,Senior Data Analyst,Anywhere,via LinkedIn,Contractor,1,"California, United States",2/16/2023,0,1,United States,hour,,62,Solugenix,"['sql', 'word', 'powerpoint', 'excel', 'visio', 'flow']"
Data Scientist,Data Scientist,United States,via Jobs Market,Part-time,0,"Illinois, United States",2/9/2023,0,0,United States,year,97000,,LEIDOS,"['python', 'tensorflow', 'pytorch', 'pandas', 'scikit-learn']"
Data Scientist,Data Scientist,Anywhere,via Indeed,Full-time,1,"Illinois, United States",2/6/2023,0,1,United States,year,129501.5,,Sohum,"['python', 'sql', 'aws', 'pandas', 'airflow']"
Data Scientist,Director of Data Science,"Durham, NC",via Ladders,Full-time,0,"Florida, United States",2/25/2023,0,0,United States,year,175000,,AstraZeneca,"['python', 'aws', 'unix', 'kubernetes']"
Senior Data Analyst,Sr. Business Data Analyst (SQL/Python),"Alpharetta, GA",via LinkedIn,Full-time,0,Georgia,2/8/2023,0,0,United States,year,132500,,Ledgent Technology,"['sql', 'python', 'excel']"
Senior Data Engineer,Senior Data Engineer,"San Mateo, CA",via Ladders,Full-time,0,Sudan,2/6/2023,0,1,Sudan,year,150000,,LegalZoom,"['sql', 'python', 'scala', 'java', 'c#', 'tableau', 'looker']"
Data Engineer,Lead Data Engineer,Anywhere,via LinkedIn,Full-time,1,"Illinois, United States",2/28/2023,0,1,United States,year,175000,,Storm3,"['scala', 'spark']"
Data Scientist,"Data Scientist, F&S","San Francisco, CA",via Ai-Jobs.net,Full-time,0,"California, United States",2/17/2023,0,1,United States,year,157500,,Block,"['sql', 'c', 'go']"
Software Engineer,Senior - Software Engineer - Data Science,"Dallas, TX",via Ladders,Full-time,0,Sudan,2/23/2023,0,1,Sudan,year,150000,,AT&T,"['python', 'sql', 'power bi']"
Data Engineer,Data Engineer II,"Brookfield, WI",via Ladders,Full-time,0,"New York, United States",2/28/2023,0,0,United States,year,90000,,Milwaukee Electric Tool,"['sql', 'sql server', 'db2', 'ssis']"
Data Engineer,Data Engineer,Anywhere,via Dice,Full-time,1,Georgia,2/8/2023,0,0,United States,year,120000,,Prestige Staffing,"['java', 'python', 'sql', 'snowflake', 'aws']"
Data Scientist,Data Scientist Intern,"Ohio City, OH",via Dice,Full-time,0,"Illinois, United States",2/6/2023,0,0,United States,year,70000,,"Acadia Technologies, Inc.",
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Full-time,1,"Illinois, United States",2/2/2023,0,1,United States,year,175000,,Zaddy Solutions,"['python', 'r', 'julia', 'sql', 'numpy', 'pandas', 'tensorflow', 'pytorch']"
Data Analyst,Data Analyst,"Palo Alto, CA",via LinkedIn,Full-time,0,"California, United States",2/10/2023,0,1,United States,hour,,53.5,"Option 1 Staffing Services, Inc.","['sql', 'tableau', 'power bi']"
Senior Data Analyst,Senior Business Data Analyst (VP) - Tampa,"Bay Harbor Islands, FL",via My ArkLaMiss Jobs,Full-time,0,"Florida, United States",2/6/2023,1,0,United States,year,125540,,Citi,"['sql', 'jira', 'confluence']"
Data Engineer,"Data Engineer - Mid Level (San Antonio, TX)","San Antonio, TX",via Built In,Full-time,0,"New York, United States",2/19/2023,0,1,United States,year,125930,,USAA,"['sql', 'python', 'aws', 'docker', 'git']"
Data Engineer,GCP Data Engineer,"Austin, TX",via Indeed,Full-time,0,"Texas, United States",2/23/2023,0,0,United States,year,135000,,Teamware Solutions (quantum leap consulting).,"['python', 'scala', 'java', 'snowflake', 'aws', 'azure', 'spark', 'kubernetes']"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Contractor,1,Sudan,2/23/2023,0,0,Sudan,hour,,35,TekWissen ®,"['python', 'java', 'r', 'shell', 'aws', 'pytorch', 'tensorflow', 'mxnet', 'unix', 'excel', 'git', 'jira']"
Data Scientist,Lead Data Scientist 1122,"Atlanta, KS",via ZipRecruiter,Full-time,0,"Texas, United States",2/14/2023,0,0,United States,year,165000,,nexus IT group,['python']
Data Engineer,Data Engineer,Connecticut,via LinkedIn,Full-time,0,Georgia,2/27/2023,1,0,United States,year,155000,,Alldus,"['c', 'python', 'aws']"
Data Engineer,Data Engineer for building resilient data piplines,Anywhere,via Upwork,Part-time,1,"Florida, United States",2/25/2023,1,0,United States,hour,,40,Upwork,['aws']
Senior Data Analyst,Senior Data Analyst,"Los Angeles, CA",via Dice,Full-time,0,"California, United States",2/3/2023,0,0,United States,year,85000,,Jobot,"['sas', 'sas']"
Data Engineer,Business Data Engineer,"Amsterdam, Netherlands",via Ai-Jobs.net,Full-time,0,Netherlands,2/2/2023,0,0,Netherlands,year,98283,,Vattenfall,"['azure', 'databricks']"
Data Analyst,"IT Data Analyst (Tampa Bay, FL)","Tampa, FL",via Built In,Full-time,0,"Florida, United States",2/3/2023,1,1,United States,year,60000,,Chadwell Supply,"['sql', 't-sql', 'crystal', 'sql server', 'ssrs', 'excel', 'power bi']"
Data Scientist,"Sr Manager, Data Science",United States,via LinkedIn,Full-time,0,"Illinois, United States",2/1/2023,0,0,United States,year,150000,,UScellular Business,"['sas', 'sas', 'python', 'r']"
Senior Data Engineer,Senior Data Engineer,"Austin, TX",via LinkedIn,Full-time,0,"California, United States",2/9/2023,0,1,United States,year,120000,,CyberCoders,"['sql', 'python', 'aws', 'word']"
Machine Learning Engineer,NLP Engineer,"Karachi, Pakistan",via Ai-Jobs.net,Full-time,0,Pakistan,2/20/2023,0,0,Pakistan,year,50400,,Beam,"['python', 'keras', 'pytorch', 'tensorflow']"
Data Analyst,"Data Analyst, Commerce Analytics","New York, NY",via Ai-Jobs.net,Full-time,0,"New York, United States",2/3/2023,0,1,United States,year,66250,,Publicis Groupe,"['tableau', 'word', 'excel']"
Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,1,"California, United States",2/3/2023,0,1,United States,year,160000,,Storm3,"['sql', 'python', 'databricks', 'airflow', 'pandas', 'numpy', 'pyspark']"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Contractor,1,"Illinois, United States",2/13/2023,0,1,United States,hour,,87.5,Tegria,"['r', 'python', 'sql', 'scala', 'databricks', 'spark', 'jupyter']"
Data Engineer,Lead Data Engineer,Anywhere,via LinkedIn,Contractor,1,"Florida, United States",2/16/2023,0,0,United States,hour,,82.5,Apex Systems,"['sql', 'snowflake', 'aws', 'airflow']"
Data Scientist,Senior Methane Emissions Specialist / Data Scientist,"Houston, TX",via Ladders,Full-time,0,"Texas, United States",2/8/2023,0,1,United States,year,115000,,ERM,"['sql', 'python', 'r', 'scala', 'javascript', 'c++', 'tableau']"
Data Engineer,Business Intelligence Data Engineer,"New York, NY",via LinkedIn,Full-time,0,Sudan,2/20/2023,0,0,Sudan,year,160000,,ROCKSourceIT Solutions,"['python', 'sql', 'nosql', 'azure', 'databricks', 'pyspark']"
Data Scientist,LEAD DATA SCIENTIST,United States,via JobServe,Full-time,0,"Illinois, United States",2/24/2023,0,1,United States,year,137295,,Lumen,"['r', 'python', 'lisp', 'clojure', 'scala', 'java', 'perl', 'c++', 'trello', 'jira']"
Data Engineer,Data Engineer,"Waukesha, WI",via LinkedIn,Contractor,0,"Illinois, United States",2/28/2023,1,0,United States,hour,,70,Element6Talent,"['c#', 'python', 'java', 'javascript', 'azure', 'flow', 'git']"
Data Engineer,Data Engineer,"Austin, TX",via LinkedIn,Full-time,0,"New York, United States",2/23/2023,1,0,United States,year,125000,,Lumicity,"['python', 'sql', 'aws', 'azure', 'ansible']"
Data Engineer,"Big data Engineer :: Seattle, WA & Austin, TX","Austin, TX",via Dice,Contractor,0,"California, United States",2/20/2023,1,0,United States,year,75000,,BayOne Solutions,"['go', 'java', 'bash', 'python', 'nosql', 'c++', 'aws', 'spring', 'airflow', 'kafka', 'hadoop', 'linux', 'github', 'ansible', 'chef', 'puppet', 'terraform', 'jenkins', 'git', 'jira']"
Senior Data Scientist,Senior Data Scientist,United States,via My ArkLaMiss Jobs,Full-time,0,"Texas, United States",2/4/2023,0,1,United States,hour,,59.5,Aquent Talent,"['sql', 'python', 'r']"
Machine Learning Engineer,Lead Machine Learning Engineer,Anywhere,via AngelList,Contractor,1,France,2/5/2023,0,0,France,year,105000,,starryai,"['html', 'css']"
Data Engineer,Big Data Engineer - Java / Python - Cornerstone Data Capabilities,"New York, NY",via Ladders,Full-time,0,"Texas, United States",2/2/2023,0,0,United States,year,115000,,American Express,"['java', 'shell', 'python', 'r', 'mysql', 'spring', 'hadoop', 'spark', 'kafka', 'express', 'unix', 'jenkins']"
Data Engineer,Data Engineer - Security Content,"Kraków, Poland",via Infosec-Jobs.com,Full-time,0,Poland,2/22/2023,1,0,Poland,year,80850,,Sumo Logic,"['sql', 'nosql', 'python', 'ruby', 'ruby', 'aws', 'azure', 'gcp', 'hadoop', 'unix', 'terraform', 'docker', 'git', 'jenkins']"
Data Scientist,AI/ML Data Scientist,"Carnegie, PA",via Indeed,Full-time,0,"Illinois, United States",2/14/2023,0,1,United States,year,110941.5,,VISIMO,"['python', 'numpy', 'pandas', 'scikit-learn', 'nltk', 'matplotlib', 'seaborn']"
Data Scientist,"Data Scientist to Retail Space Planning & Analytics, CX&S","Stockholm, Sweden",via Ai-Jobs.net,Full-time,0,Sweden,2/11/2023,0,0,Sweden,year,157500,,H&M Group,"['r', 'python', 'sql', 'gdpr']"
Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,1,"Florida, United States",2/14/2023,0,0,United States,year,145000,,Insight Global,"['sql', 'python', 'powershell', 'c#', 'java', 'r', 'azure', 'aws']"
Data Analyst,Data Analyst,"St. Petersburg, FL",via LinkedIn,Contractor,0,"Florida, United States",2/27/2023,0,0,United States,hour,,57.5,Brooksource,"['sql', 'sql server', 'oracle', 'power bi', 'ssrs', 'excel', 'sharepoint']"
Data Analyst,Data Analysis and Visualisation Consultant,"Harare, Zimbabwe",via Ai-Jobs.net,Contractor,0,Zimbabwe,2/9/2023,0,0,Zimbabwe,year,63000,,SNV,
Senior Data Scientist,Senior Data Scientist (Remote),Anywhere,via Indeed,Full-time,1,"New York, United States",2/4/2023,0,1,United States,year,137500,,605,"['r', 'python', 'spark']"
Data Analyst,Data Analyst (PGD-9992),"Bogotá, Bogota, Colombia",via Ai-Jobs.net,Full-time,0,Colombia,2/11/2023,0,0,Colombia,year,111175,,Publicis Groupe,"['alteryx', 'excel']"
Senior Data Engineer,Senior Data Engineer (Big Data) (REF501E),Slovakia,via Ai-Jobs.net,Full-time,0,Slovakia,2/18/2023,0,0,Slovakia,year,147500,,Deutsche Telekom IT Solutions Slovakia,"['java', 'sql', 'perl', 'scala', 'python', 'db2', 'aws', 'snowflake', 'kafka', 'spark', 'unix', 'git']"
Data Scientist,Data Scientist /Python for Tennis - Contract to Hire,Anywhere,via Upwork,Contractor,1,Sudan,2/4/2023,0,0,Sudan,hour,,20.5,Upwork,"['python', 'git']"
Data Engineer,Data Engineer Jobs,"Washington, DC",via Clearance Jobs,Contractor,0,Sudan,2/28/2023,0,0,Sudan,year,137500,,Advantex Consulting,"['python', 'sql', 'neo4j', 'mysql', 'aws', 'spark', 'express', 'splunk', 'git', 'jira', 'confluence']"
Data Scientist,Data Scientist,"Austin, TX",via LinkedIn,Full-time,0,Sudan,2/15/2023,0,0,Sudan,year,150000,,Storm4,
Data Scientist,Data Scientist – US Remote,Anywhere,via LinkedIn,Full-time,1,Sudan,2/24/2023,0,0,Sudan,year,105000,,"Goldstone Partners, Inc.","['sql', 'python', 'r']"
Senior Data Engineer,"Sr Data Engineer (Charlotte, NC)","Mooresville, NC",via Built In,Full-time,0,Sudan,2/21/2023,0,0,Sudan,year,121400,,Lowe's Companies,"['sql', 'no-sql', 'mysql', 'sql server', 'oracle', 'hadoop', 'spark', 'kafka', 'microstrategy']"
Data Scientist,"Data Science Manager, Ads Infrastructure",Anywhere,via Indeed,Full-time,1,"Texas, United States",2/3/2023,0,0,United States,year,197000,,Meta,
Data Engineer,Lead Data Engineer,"Kansas City, MO",via Adzuna,Full-time,0,"Florida, United States",2/11/2023,0,0,United States,year,23496,,American Century Investments,"['python', 'java', 'r', 'sas', 'sas', 'mysql', 'aws', 'kafka', 'ssis', 'tableau', 'git']"
Data Engineer,Data Engineer,"Cupertino, CA",via Dice,Contractor,0,Georgia,2/15/2023,0,0,United States,hour,,75,"Innova Solutions, Inc.","['java', 'python', 'scala', 'sql', 'react', 'airflow', 'git']"
Data Engineer,Data Engineer,"Boston, MA",via Indeed,Full-time,0,"New York, United States",2/3/2023,1,0,United States,year,110000,,E-Solutions IT Service PVT LTD,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'databricks', 'aws', 'redshift', 'snowflake', 'spark', 'airflow', 'kafka', 'unix', 'splunk']"
